32	0.0001742
33	0.0014930
34	0.0037490
35	0.0805126
36	0.0734707
37	0.0659478
38	0.0587235
39	0.0533073
40	0.0475428
41	0.0438602
42	0.0393315
43	0.0351926
44	0.0307967
45	0.0280678
46	0.0254800
47	0.0229917
48	0.0199892
49	0.0199975
50	0.0183635
51	0.0181064
52	0.0170116
53	0.0150292
54	0.0145399
55	0.0131796
56	0.0126654
57	0.0120433
58	0.0108987
59	0.0109899
60	0.0101771
61	0.0101356
62	0.0103844
63	0.0088251
64	0.0081699
65	0.0077054
66	0.0076888
67	0.0070501
68	0.0071082
69	0.0063368
70	0.0061129
71	0.0062290
72	0.0064530
73	0.0056401
74	0.0051673
75	0.0049932
76	0.0048439
77	0.0043711
78	0.0043628
79	0.0040393
80	0.0042964
81	0.0039564
82	0.0040393
83	0.0036827
84	0.0031684
85	0.0030855
86	0.0031186
87	0.0028781
88	0.0027122
89	0.0024966
90	0.0024053
91	0.0022395
92	0.0020736
93	0.0019077
94	0.0017418
95	0.0015759
96	0.0014930
97	0.0014100
98	0.0013271
99	0.0012441
100	0.0011612
101	0.0010783
102	0.0009953
103	0.0009124
104	0.0008294
105	0.0007465
106	0.0006635
107	0.0005806
108	0.0004977
109	0.0004147
110	0.0003732
111	0.0003318
112	0.0002903
113	0.0002488
114	0.0002074
115	0.0001659
116	0.0001244
117	0.0000829
118	0.0000829
119	0.0000829
120	0.000082
121	0.0000829
122	0.0000829
123	0.0000829
124	0.0000829
125	0.0000829
126	0.0000829
127	0.0000829
128	0.0000829
129	0.0000829
130	0.0000829
131	0.0000829
132	0.0000829
133	0.0000829
134	0.0000829
135	0.0000829
136	0.0000829
137	0.0000829
138	0.0000829
139	0.0000829
140	0.0000829
141	0.0000829
142	0.0000829
143	0.0000829
144	0.0000829
145	0.0000829
146	0.0000829
147	0.0000829
148	0.0000829
149	0.0000829
150	0.0000829
151	0.0000829
152	0.0000829
153	0.0000829
154	0.0000829
155	0.0000829
156	0.0000829
157	0.0000829
158	0.0000829
159	0.0000829
160	0.0000829
161	0.0000829
162	0.0000829
163	0.0000829
164	0.0000829
165	0.0000829
166	0.0000829
167	0.0000829
168	0.0000829
169	0.0000829
170	0.0000829
171	0.0000829
172	0.0000829
173	0.0000829
174	0.0000829
175	0.0000829
176	0.0000829
177	0.0000829
178	0.0000829
179	0.0000829
180	0.0000829
181	0.0000829
182	0.0000829
183	0.0000829
184	0.0000829
185	0.0000829
186	0.0000829
187	0.0000829
188	0.0000829
189	0.0000829
190	0.0000829
191	0.0000829
192	0.0000829
193	0.0000829
194	0.0000829
195	0.0000829
196	0.0000829
197	0.0000829
198	0.0000829
199	0.0000829
200	0.0000415
201	0.0000415
202	0.0000415
203	0.0000415
204	0.0000415
205	0.0000415
206	0.0000415
207	0.0000415
208	0.0000415
209	0.0000415
210	0.0000415
211	0.0000415
212	0.0000415
213	0.0000415
214	0.0000415
215	0.0000415
216	0.0000415
217	0.0000415
218	0.0000415
219	0.0000415
220	0.0000415
221	0.0000415
222	0.0000415
223	0.0000415
224	0.0000415
225	0.0000415
226	0.0000415
227	0.0000415
228	0.0000415
229	0.0000415
230	0.0000415
231	0.0000415
232	0.0000415
233	0.0000415
234	0.0000415
235	0.0000415
236	0.0000415
237	0.0000415
238	0.0000415
239	0.0000415
240	0.0000415
241	0.0000415
242	0.0000415
243	0.0000415
244	0.0000415
245	0.0000415
246	0.0000415
247	0.0000415
248	0.0000415
249	0.0000415
250	0.0000249
251	0.0000249
252	0.0000249
253	0.0000249
254	0.0000249
255	0.0000249
256	0.0000249
257	0.0000249
258	0.0000249
259	0.0000249
260	0.0000249
261	0.0000249
262	0.0000249
263	0.0000249
264	0.0000249
265	0.0000249
266	0.0000249
267	0.0000249
268	0.0000249
269	0.0000249
270	0.0000249
271	0.0000249
272	0.0000249
273	0.0000249
274	0.0000249
275	0.0000249
276	0.0000249
277	0.0000249
278	0.0000249
279	0.0000249
280	0.0000249
281	0.0000249
282	0.0000249
283	0.0000249
284	0.0000249
285	0.0000249
286	0.0000249
287	0.0000249
288	0.0000249
289	0.0000249
290	0.0000249
291	0.0000249
292	0.0000249
293	0.0000249
294	0.0000249
295	0.0000249
296	0.0000249
297	0.0000249
298	0.0000249
299	0.0000249
300	0.0000249
301	0.0000249
302	0.0000249
